id,biomni_accuracy,biomni_completion,biomni_time_seconds,biomni_input_tokens,biomni_output_tokens,stella_accuracy,stella_completion,stella_time_seconds,stella_input_tokens,stella_output_tokens,toolsgenie_accuracy,toolsgenie_completion,toolsgenie_time_seconds,toolsgenie_input_tokens,toolsgenie_output_tokens,toolsgenie_doubao_avg_similarity,toolsgenie_doubao_equivalent,toolsgenie_doubao_completion,toolsgenie_doubao_input_tokens,toolsgenie_doubao_output_tokens,toolsgenie_doubao_duration_seconds,toolsgenie_doubao_exit_code,toolsgenie_doubao_timed_out,toolsgenie_glm_avg_similarity,toolsgenie_glm_equivalent,toolsgenie_glm_completion,toolsgenie_glm_file_count,toolsgenie_glm_success_count,toolsgenie_glm_errors,toolsgenie_glm_input_tokens,toolsgenie_glm_output_tokens,toolsgenie_glm_duration_seconds,toolsgenie_glm_exit_code,toolsgenie_glm_timed_out,difficulty,glm2_agent,glm2_avg_similarity,glm2_equivalent,glm2_completion,glm2_file_count,glm2_success_count,glm2_errors,glm2_input_tokens,glm2_output_tokens,glm2_duration_seconds,glm2_exit_code,glm2_timed_out
a-3-5,0.1767847633201746,1,267.241128,317661.0,10179.0,0.0,0,151.127127,1785115.0,35050.0,0.3226083226083226,1,150.725481,103725.0,9140.0,0.2756326845822694,0,1,54837.0,15395.0,407.135424,0,False,0.0,0,0,3,0,Candidate file not found: None,,,1215.259673,1,FALSE,high,toolsgenie,0.0,0,1,3,0,Candidate file not found: None; Candidate file not found: None; Candidate file not found: None,168235,41688,2854.585522,0,FALSE
a-3-6,0.0,1,91.875049,63985.0,4510.0,0.0,0,493.994403,3052365.0,44353.0,0.0,1,156.529375,61137.0,5662.0,0.0,0,1,19932.0,6770.0,327.469605,0,False,0.0,0,0,2,0,Candidate file not found: None,,,106.118565,1,FALSE,high,toolsgenie,0.0,0,0,2,0,Candidate file not found: None; Candidate file not found: None,,,125.111638,1,FALSE
a-3-7,0.4340718468641948,1,86.467299,65692.0,4243.0,0.5449320680228975,1,62.451591,123355.0,9512.0,0.4340718468641948,1,65.254374,29810.0,3317.0,0.5449320680228975,1,1,45144.0,13353.0,345.871638,0,False,0.5449320680368797,1,1,1,1,,38081,6867,151.134318,0,FALSE,low,toolsgenie,0.5449320680228975,1,1,1,1,,48469,11028,264.399106,0,FALSE
a-3-8,0.01643108495374763,1,446.590392,740656.0,41981.0,0.8777215058126004,1,323.053151,1072625.0,14855.0,0.9959398336144341,1,157.52743,55975.0,4891.0,0.9964070605778657,1,1,16453.0,7494.0,252.192306,0,False,0.0,0,0,2,0,Candidate file not found: None,,,70.873048,1,FALSE,medium,toolsgenie,0.0,0,0,2,0,Candidate file not found: None; Candidate file not found: None,,,122.519249,1,FALSE
a-3-9,1.0,1,83.937956,46978.0,3917.0,0.0,0,65.050119,142480.0,10050.0,1.0,1,54.641001,25050.0,3570.0,0.875,1,1,9786.0,5879.0,149.318049,0,False,0.875,1,1,1,1,,26964,13618,896.458747,0,FALSE,high,toolsgenie,1.0,1,1,1,1,,18888,10210,655.982856,0,FALSE
a-4-1,0.7363095238095239,1,81.265834,62750.0,3458.0,1.0,1,594.487135,2836217.0,15280.0,0.2008329477093938,1,362.488583,97919.0,13140.0,0.0,0,0,,,3600.256113,124,True,0.0,0,0,1,0,Candidate file not found: None,,,3600.220173,124,TRUE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.046028,124,TRUE
a-4-10,0.7397707748253207,1,105.686453,113730.0,5752.0,0.9429395979201608,1,80.672108,733601.0,16437.0,1.0,1,210.768863,68821.0,7500.0,1.0,1,1,98359.0,38967.0,1117.996536,0,False,1.0,1,1,1,1,,68898,18521,1239.983577,0,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,9.024824,1,FALSE
a-4-2,0.0,1,1041.240942,255181.0,9054.0,0.9999999999999961,1,1422.311992,1266251.0,12485.0,0.2167155425219941,1,173.782557,82752.0,5174.0,0.7704347928770489,1,1,24347.0,9415.0,233.395373,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.135584,124,TRUE,medium,toolsgenie,0.8289273020131546,1,1,1,1,,33534,6517,156.729819,0,FALSE
a-4-4,0.08,1,172.43942,103448.0,4937.0,0.03,1,501.267948,5914424.0,46117.0,0.08,1,135.837723,58918.0,7522.0,0.08,0,1,86608.0,25778.0,794.793006,0,False,0.99,1,1,1,1,,43525,8008,215.792976,0,FALSE,medium,toolsgenie,0.12,0,1,1,1,,52448,11598,787.041166,0,FALSE
a-4-5,0.9915569440574975,1,72.868438,43871.0,2808.0,0.9915569440574975,1,56.241768,138200.0,7384.0,0.9999999999999998,1,55.250034,24292.0,2718.0,0.9999826320484467,1,1,21462.0,6660.0,143.71315,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.609294,1,FALSE,low,toolsgenie,0.9999999999999998,1,1,1,1,,22318,4346,112.099065,0,FALSE
a-4-6,0.0,1,142.949584,175061.0,8531.0,0.517288567406359,1,290.050807,2088264.0,30566.0,0.0,1,162.834595,84728.0,9199.0,0.0,0,1,40401.0,14571.0,379.518504,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.649774,1,FALSE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.074831,124,TRUE
a-4-7,0.0,1,63.856657,53020.0,3251.0,0.0,1,54.448813,140203.0,8310.0,0.0,1,125.697292,45022.0,5115.0,0.0,0,1,42729.0,18245.0,376.740486,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.812321,1,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,472.828452,1,FALSE
a-4-8,0.58,1,123.140358,103612.0,7144.0,0.58,1,104.278978,333455.0,20632.0,0.42,1,255.194767,75479.0,11982.0,0.36,0,1,23704.0,10975.0,251.413621,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.609323,1,FALSE,high,toolsgenie,0.62,1,1,1,1,,48713,14644,256.030841,0,FALSE
a-4-9,0.9999990130986229,1,74.059382,57554.0,4105.0,0.0,0,56.847438,44820.0,5323.0,0.9999990130986229,1,306.253963,79114.0,7940.0,0.9722212353208453,1,1,32426.0,12233.0,261.811957,0,False,0.759307860422038,1,1,2,2,,36345,10358,208.390723,0,FALSE,medium,toolsgenie,0.9999990130986229,1,1,2,2,,37754,9765,170.526421,0,FALSE
a-5-1,1.0,1,127.339734,117039.0,6079.0,1.0,1,2882.980948,2219205.0,118991.0,1.0,1,142.986702,61050.0,6747.0,0.6666666666666666,1,1,12725.0,6159.0,158.92863,0,False,1.0,1,1,1,1,,45680,15436,963.204873,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,32762,8732,187.582747,0,FALSE
a-5-10,0.926623439846472,1,186.349889,159587.0,8141.0,0.9521913040681089,1,220.026769,806208.0,36707.0,0.9149673944051491,1,242.858725,54527.0,9285.0,0.925887029550143,1,1,58747.0,22066.0,517.187436,0,False,0.9792363087698599,1,1,1,1,,,,3600.04344,124,TRUE,high,toolsgenie,0.9336820076953205,1,1,1,1,,129300,37843,1658.237795,0,FALSE
a-5-2,0.72,1,400.54124,910713.0,20053.0,0.42,1,3174.499459,3307397.0,37211.0,0.76,1,254.59867,52783.0,5856.0,0.9,1,1,30381.0,15224.0,357.386411,0,False,0.46,0,1,1,1,,46023,12740,425.403589,0,FALSE,medium,toolsgenie,0.76,1,1,1,1,,89296,22096,488.572916,0,FALSE
a-5-3,0.58,1,207.195175,212952.0,8581.0,0.26,1,130.111312,184550.0,10114.0,0.58,1,702.680743,189271.0,18749.0,0.74,1,1,163240.0,57476.0,3324.665462,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.136289,124,TRUE,high,toolsgenie,0.7,1,1,1,1,,59357,14615,690.805578,0,FALSE
a-5-4,0.0,0,,,,0.9472469225515222,1,,,,0.07615767157760821,1,,,,0.5834490056171141,1,1,59102.0,22956.0,813.005732,0,False,0.0,0,0,1,0,Candidate file not found: None,,,2275.276866,1,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.243921,124,TRUE
a-5-5,0.742306009981831,1,90.46488,110884.0,3503.0,0.6488429001320463,1,153.525281,13069927.0,22734.0,0.1826355611601513,1,182.948081,57772.0,6138.0,0.0,0,1,70735.0,17964.0,403.108666,0,False,0.6488429001320463,1,1,1,1,,22787,7054,179.382395,0,FALSE,medium,toolsgenie,0.742306009329448,1,1,1,1,,23881,8990,214.010841,0,FALSE
a-5-6,0.6204726186513766,1,177.755843,200487.0,5899.0,0.6539508696639444,1,315.876695,399361.0,31744.0,0.5846242954191818,1,663.23004,169458.0,18556.0,0.54253679571902,1,1,10973.0,4869.0,137.191734,0,False,0.32811943075090394,0,1,1,1,,54006,16966,820.354006,0,FALSE,medium,toolsgenie,0.58471301879302,1,1,1,1,,44174,10770,252.722649,0,FALSE
a-5-7,0.6717051470118917,1,275.98642,491251.0,11136.0,1.0,1,3270.392933,13390493.0,24745.0,0.7642977396044842,1,131.622814,40300.0,4631.0,0.19,0,1,10983.0,6897.0,165.743682,0,False,0.8764215314632298,1,1,1,1,,64893,15653,502.044539,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,56137,17359,3327.540397,0,FALSE
a-5-8,0.88,1,,,,0.0,0,,,,0.87,1,,,,0.92,1,1,54222.0,15959.0,913.995238,0,False,0.0,0,0,1,0,Candidate file not found: None,,,1979.169171,1,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.21837,124,TRUE
a-5-9,0.6151463147247578,1,388.361078,934543.0,13351.0,0.0,0,2928.516656,926702.0,41338.0,0.5652911695985963,1,262.679478,87078.0,8831.0,0.5976251800555481,1,1,52441.0,23715.0,567.108157,0,False,0.6219286109626238,1,1,2,2,,73471,17339,568.334474,0,FALSE,medium,toolsgenie,0.7510042747145388,1,1,2,2,,111905,29598,699.377144,0,FALSE
a-6-1,0.7693156732891833,1,89.474541,103446.0,4241.0,1.0,1,63.054311,171275.0,7725.0,0.9994481236203091,1,326.523636,170468.0,21427.0,1.0,1,1,39374.0,15691.0,436.899609,0,False,1.0,1,1,2,2,,42807,11643,335.937137,0,FALSE,medium,toolsgenie,0.9997240618101546,1,1,2,2,,29251,8278,165.365332,0,FALSE
a-6-10,0.05942191451057668,1,113.068096,127548.0,5150.0,1.0,1,107.693869,980965.0,27000.0,1.0,1,60.869896,29003.0,3288.0,1.0,1,1,39161.0,13904.0,270.879496,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.809507,1,FALSE,medium,toolsgenie,0.4805868678322585,0,1,1,1,,48981,14945,206.413696,0,FALSE
a-6-2,0.1046146953405018,1,165.119308,250282.0,9507.0,0.5,1,1435.972953,895251.0,40864.0,0.0,1,355.612718,123278.0,15345.0,0.0,0,0,,,3600.205208,124,True,0.0,0,0,2,0,Candidate file not found: None,,,3600.046318,124,TRUE,medium,toolsgenie,0.0,0,0,2,0,Candidate file not found: None; Candidate file not found: None,,,3600.189054,124,TRUE
a-6-3,1.0,1,82.067239,77460.0,3944.0,0.0,1,67.291638,165783.0,9667.0,1.0,1,96.531664,45470.0,6855.0,1.0,1,1,9974.0,5217.0,127.709095,0,False,1.0,1,1,1,1,,,,1310.446144,1,FALSE,low,toolsgenie,1.0,1,1,1,1,,31015,14295,1793.768372,0,FALSE
a-6-4,0.2033117299882392,1,125.27911,88746.0,7156.0,0.2421494868355588,1,283.795429,1015968.0,58418.0,0.2796116361720735,1,163.830956,86101.0,9706.0,0.3247867456933038,0,1,130735.0,37602.0,1309.987016,0,False,0.0,0,0,3,0,Candidate file not found: None,,,3600.146369,124,TRUE,medium,toolsgenie,0.0,0,0,3,0,Candidate file not found: None; Candidate file not found: None; Candidate file not found: None,,,3600.062605,124,TRUE
a-6-5,0.5025916742900334,1,98.48242,65379.0,4577.0,0.5438041262649932,1,155.575865,469538.0,27093.0,0.4472547941789131,1,149.405483,44448.0,5695.0,0.9446631198888795,1,1,66383.0,23932.0,524.570712,0,False,0.5923054141946898,1,1,2,2,,72484,14382,709.443569,0,FALSE,medium,toolsgenie,0.5923069243388442,1,1,2,2,,55847,15694,529.285243,0,FALSE
a-6-6,0.9999999999999997,1,84.074996,44544.0,3761.0,0.9999999999999997,1,54.316023,46841.0,5289.0,0.9999999999999997,1,89.159764,38015.0,4604.0,1.0,1,1,28946.0,8157.0,178.012514,0,False,0.9999999999999997,1,1,1,1,,24695,7063,226.200018,0,FALSE,medium,toolsgenie,0.9999999999999997,1,1,1,1,,24854,5753,96.511723,0,FALSE
a-6-7,0.9999815266385872,1,117.865918,96051.0,5355.0,0.9999815266385872,1,76.124251,581185.0,17428.0,0.9999815266385872,1,438.954394,148066.0,33548.0,0.9999815266385872,1,1,87786.0,38038.0,1689.005349,0,False,0.9999815266385872,1,1,2,2,,55129,15507,937.527273,0,FALSE,medium,toolsgenie,0.9999815266385872,1,1,2,2,,63200,21454,1534.401059,0,FALSE
a-6-8,1.0,1,113.463224,174686.0,5495.0,1.0,1,62.907463,260944.0,9987.0,1.0,1,87.930231,57543.0,4209.0,1.0,1,1,13848.0,5653.0,127.944043,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.424271,1,FALSE,low,toolsgenie,1.0,1,1,1,1,,67536,19128,309.292735,0,FALSE
a-6-9,0.265171058550273,1,,,,0.5995583799141672,1,,,,0.0,0,,,,0.0,0,0,,,3600.118683,124,True,0.0,0,0,1,0,Candidate file not found: None,,,8.856705,1,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.062261,124,TRUE
a-7-1,0.0,1,430.573338,169300.0,3967.0,0.0,1,600.330494,306073.0,16786.0,0.7497135269365468,1,117.684181,57710.0,6194.0,0.0,0,1,252258.0,111010.0,2595.224123,0,False,0.752906162085035,1,1,1,1,,,,3600.216591,124,TRUE,low,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.05487,124,TRUE
a-7-10,0.8861190567089076,1,88.449959,54276.0,5020.0,0.8261190574415247,1,65.892773,66086.0,8903.0,0.8961190580637727,1,75.232946,26825.0,3936.0,0.9360934251848841,1,1,22002.0,9894.0,204.356818,0,False,0.8461190620144002,1,1,3,3,,36712,10192,292.872684,0,FALSE,medium,toolsgenie,0.8661167322680231,1,1,3,3,,48791,12008,238.041102,0,FALSE
a-7-3,0.9993177921851006,1,60.636262,37800.0,2137.0,0.9999994233482822,1,93.34114,216708.0,12881.0,0.999999994233483,1,30.032606,9405.0,1168.0,1.0,1,1,8199.0,3749.0,86.864138,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.809189,1,FALSE,low,toolsgenie,0.0,0,1,1,0,Candidate file not found: None,11988,9299,148.624449,0,FALSE
a-7-4,0.9995906328357872,1,51.442804,32392.0,2597.0,0.9995906328357872,1,68.052765,191199.0,10005.0,0.9995906328357872,1,65.466622,32774.0,3164.0,1.0,1,1,8880.0,3753.0,81.864664,0,False,1.0,1,1,1,1,,19331,5751,146.728012,0,FALSE,medium,toolsgenie,0.9999978428168342,1,1,1,1,,22680,8382,139.812948,0,FALSE
a-7-5,0.94,1,64.256178,36680.0,2986.0,0.94,1,75.05557,378871.0,11702.0,0.94,1,120.306375,39000.0,6229.0,0.97,1,1,16011.0,7606.0,174.352619,0,False,0.9,1,1,1,1,,28843,6729,173.404303,0,FALSE,medium,toolsgenie,0.89,1,1,1,1,,42744,13243,220.602985,0,FALSE
a-7-6,0.5621096791450484,1,186.511275,168406.0,9211.0,1.0,1,258.650062,4032457.0,54865.0,1.0,1,430.968822,155580.0,18529.0,0.0,0,1,186368.0,70788.0,2660.139846,0,False,0.0,0,0,1,0,Candidate file not found: None,,,8.648432,1,FALSE,low,toolsgenie,,0,1,1,0,No handler for json,58448,30058,3106.311962,0,FALSE
a-7-7,0.0,1,241.183751,212177.0,9785.0,0.0,1,137.698253,1593779.0,41103.0,0.0,1,425.907121,140527.0,31174.0,0.0,0,1,,,3600.194875,124,True,0.0,0,0,1,0,Candidate file not found: None,,,3600.161524,124,TRUE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.182381,124,TRUE
a-7-8,0.0,1,,,,0.0,0,,,,0.0,1,,,,0.0,0,1,31244.0,12843.0,381.917197,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.108751,124,TRUE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.214958,124,TRUE
a-7-9,0.773333333331959,1,102.473131,52946.0,5472.0,0.3800000000000001,1,85.856681,251485.0,15955.0,0.4333333333333333,1,199.967536,93614.0,10568.0,0.82,1,1,67458.0,24052.0,544.615362,0,False,0.9233333333333333,1,1,3,3,,68542,13819,294.859099,0,FALSE,high,toolsgenie,0.8266666666666667,1,1,3,3,,45568,13044,170.978374,0,FALSE
a-8-1,0.6666666666666666,1,68.652212,47438.0,3360.0,0.8333317516064679,1,154.51002,3647230.0,147093.0,1.0,1,55.107445,25292.0,2979.0,0.8333317516064679,1,1,28923.0,10060.0,213.55974,0,False,0.6666666666666666,1,1,1,1,,32424,8400,242.215867,0,FALSE,medium,toolsgenie,0.6666666666666666,1,1,1,1,,24567,7812,133.154428,0,FALSE
a-8-2,0.2527732473741198,1,212.116978,133378.0,6157.0,0.3310575998056235,1,366.298959,5714406.0,266188.0,0.223361690645925,1,183.741998,71943.0,10557.0,0.0,0,0,,,3600.202404,124,True,0.0,0,0,3,0,Candidate file not found: None,,,3600.14547,124,TRUE,medium,toolsgenie,0.0,0,0,3,0,Candidate file not found: None; Candidate file not found: None; Candidate file not found: None,,,3600.098327,124,TRUE
a-8-3,0.68,1,87.675197,57181.0,3878.0,0.72,1,78.05303,286634.0,12757.0,0.8,1,136.989078,43141.0,6090.0,0.86,1,1,37543.0,18775.0,385.897459,0,False,0.58,1,1,1,1,,42568,12112,486.312355,0,FALSE,medium,toolsgenie,0.58,1,1,1,1,,61030,20383,2587.971567,0,FALSE
a-8-4,1.0,1,70.663568,45129.0,3263.0,1.0,1,50.43638,55145.0,4805.0,1.0,1,67.652903,38673.0,3575.0,1.0,1,1,30494.0,11651.0,433.365954,0,False,1.0,1,1,1,1,,47927,8832,279.730638,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,20877,7700,128.917067,0,FALSE
a-8-5,0.5013827644379546,1,74.047358,52042.0,3294.0,0.0,0,66.444901,161633.0,12437.0,0.4992928452255416,1,152.524037,90546.0,9132.0,0.4992928452255416,0,1,31825.0,11110.0,254.796519,0,False,0.5003338523768943,1,1,1,1,,32252,13193,342.530706,0,FALSE,medium,toolsgenie,0.4992928452255416,0,1,1,1,,37049,18847,679.627431,0,FALSE
a-9-1,0.5627324547914058,1,,,,0.4936540615192284,1,,,,0.0,0,,,,0.0,0,1,57719.0,29688.0,2135.108481,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.218701,124,TRUE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.04992,124,TRUE
a-9-2,0.06,1,91.653745,82823.0,4672.0,0.4836196198909671,1,268.228025,7433233.0,34490.0,0.0,0,306.47544,136579.0,22704.0,0.0,0,0,38249.0,22825.0,693.547489,0,False,0.0,0,0,2,0,Candidate file not found: None,,,3600.221136,124,TRUE,medium,toolsgenie,0.0,0,0,2,0,Candidate file not found: None; Candidate file not found: None,,,3600.16195,124,TRUE
a-9-3,0.0,1,142.721978,150115.0,6720.0,0.1666666666666667,1,328.036535,4250952.0,52963.0,0.1666666666666667,1,559.265864,142435.0,14675.0,0.0,0,1,,,3600.123029,124,True,0.0,0,0,1,0,Candidate file not found: None,,,322.098853,1,FALSE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.038048,124,TRUE
a-9-4,0.0,1,2517.477368,222778.0,8593.0,9.196034312561274e-05,1,299.026619,8431850.0,146549.0,0.6850173773390404,1,231.555274,62757.0,6604.0,0.6850173773390404,1,1,150270.0,58745.0,2600.337919,0,False,0.6850173773390404,1,1,1,1,,35461,9371,207.86138,0,FALSE,medium,toolsgenie,0.09120481470156769,0,1,1,1,,46019,9513,171.151451,0,FALSE
a-9-5,0.0,1,82.262013,69056.0,3905.0,0.0,1,65.245825,190637.0,12196.0,0.0,1,76.509547,35471.0,4259.0,0.0,0,1,38554.0,12536.0,288.223544,0,False,0.0,0,1,1,1,,36659,10944,234.235055,0,FALSE,medium,toolsgenie,0.0,0,1,1,1,,32132,11426,190.55747,0,FALSE
a-9-6,0.84,1,79.772929,122302.0,3424.0,0.72,1,58.244494,87385.0,7500.0,0.22,1,70.055439,31689.0,3386.0,0.8,1,1,23902.0,9757.0,213.381261,0,False,0.0,0,0,1,0,Candidate file not found: None,,,12.438936,1,FALSE,medium,toolsgenie,0.24,0,1,1,1,,43826,16922,250.047521,0,FALSE
a-9-7,1.0,1,64.167624,82690.0,2690.0,1.0,1,66.449507,223348.0,13894.0,1.0,1,96.077249,61428.0,6019.0,1.0,1,1,50564.0,16309.0,356.10526,0,False,0.0,0,0,2,0,Candidate file not found: None,,,9.009618,1,FALSE,medium,toolsgenie,0.0,0,1,2,2,,27421,7155,122.129364,0,FALSE
a-9-9,0.5363604157363615,1,145.603223,94980.0,7665.0,0.995141389061836,1,62.249706,156390.0,10737.0,0.536377096592104,1,74.464461,33389.0,4687.0,1.0,1,1,30325.0,9500.0,220.584911,0,False,0.0,0,1,1,1,,,,3600.188148,124,TRUE,medium,toolsgenie,0.0,0,1,1,1,,30304,9294,207.423229,0,FALSE
b-1-1,0.9991256679376508,1,46.23572,35194.0,1886.0,0.9999979605597387,1,55.645197,103338.0,6746.0,0.9999979605597387,1,51.848236,25983.0,2392.0,0.9999979605597387,1,1,8935.0,3468.0,94.910131,0,False,0.9999979605597387,1,1,1,1,,23024,3910,80.271155,0,FALSE,low,toolsgenie,0.9999979605597387,1,1,1,1,,23024,3910,80.271155,0,FALSE
b-1-2,0.9936023265283035,1,62.084711,41066.0,2377.0,0.9957476365537685,1,54.843212,110492.0,6813.0,0.9683993685731788,1,75.463409,29963.0,3584.0,0.9936023265283035,1,1,9379.0,4670.0,113.517567,0,False,0.9776682538906597,1,1,1,1,,20283,6780,123.11676,0,FALSE,low,toolsgenie,0.9776682538906597,1,1,1,1,,20283,6780,123.11676,0,FALSE
b-1-3,0.9999999703213308,1,58.899472,39127.0,2313.0,0.9999999703213308,1,75.059573,110880.0,10617.0,0.5014410395934031,1,52.666269,25554.0,2628.0,0.6699999780100548,1,1,9612.0,5120.0,127.296455,0,False,0.9999994591642233,1,1,1,1,,26021,4847,104.73136,0,FALSE,low,toolsgenie,0.9999994591642233,1,1,1,1,,26021,4847,104.73136,0,FALSE
b-1-4,0.9999998209631002,1,62.05365,46771.0,2479.0,0.9999998209631002,1,61.047963,98755.0,6774.0,0.9999998209631004,1,74.269515,32162.0,3859.0,0.9798523361934094,1,1,22448.0,8747.0,214.761442,0,False,0.9999998209631004,1,1,1,1,,20182,4528,95.487176,0,FALSE,medium,toolsgenie,0.9999998209631004,1,1,1,1,,20182,4528,95.487176,0,FALSE
b-1-5,0.9999487012041328,1,52.841396,37014.0,2224.0,0.9999487012041328,1,53.442453,47090.0,4224.0,0.983280427587319,1,68.864133,27443.0,3071.0,0.8049388541306938,1,1,9590.0,4464.0,107.678257,0,False,0.9999487012041328,1,1,1,1,,21129,4541,91.080765,0,FALSE,low,toolsgenie,0.9999487012041328,1,1,1,1,,21129,4541,91.080765,0,FALSE
b-10-1,0.75,1,69.556882,42906.0,2886.0,0.75,1,65.458866,179942.0,11671.0,0.75,1,103.725103,48771.0,5856.0,0.75,1,1,33970.0,8499.0,209.550642,0,False,0.7958758547680685,1,1,1,1,,44765,6240,162.010599,0,FALSE,medium,toolsgenie,0.7958758547680685,1,1,1,1,,44765,6240,162.010599,0,FALSE
b-10-10,0.75,1,72.686492,41730.0,3095.0,0.0,1,46.443387,92583.0,5973.0,0.0,1,74.075615,45184.0,3978.0,0.0,0,1,23779.0,9184.0,259.375669,0,False,0.0,0,1,1,1,,26747,7037,160.360621,0,FALSE,medium,toolsgenie,0.0,0,1,1,1,,26747,7037,160.360621,0,FALSE
b-10-2,1.0,1,65.84827,43487.0,2462.0,1.0,1,58.644907,144707.0,7876.0,1.0,1,79.068454,40999.0,4209.0,0.75,1,1,22709.0,7973.0,211.957638,0,False,0.75,1,1,1,1,,34260,5970,124.741002,0,FALSE,medium,toolsgenie,0.75,1,1,1,1,,34260,5970,124.741002,0,FALSE
b-10-3,0.9583333333333334,1,58.253462,36105.0,2661.0,1.0,1,76.352871,206599.0,12070.0,0.9583333333333334,1,51.235082,24512.0,2618.0,0.75,1,1,35358.0,14283.0,365.083727,0,False,0.0,0,1,1,1,,31737,6701,130.518118,0,FALSE,low,toolsgenie,0.0,0,1,1,1,,31737,6701,130.518118,0,FALSE
b-10-4,0.8502964087432497,1,150.302594,74209.0,4821.0,0.5263932022500211,1,222.604656,517307.0,31809.0,0.8502964087432497,1,305.057303,92055.0,8292.0,0.7628291754873715,1,1,32683.0,11975.0,379.65614,0,False,0.75,1,1,1,1,,28835,5968,207.395713,0,FALSE,high,toolsgenie,0.75,1,1,1,1,,28835,5968,207.395713,0,FALSE
b-10-5,0.9116116523516815,1,81.7765,56096.0,3372.0,0.9116116523516815,1,81.487889,259243.0,20296.0,0.9116116523516815,1,88.073904,38117.0,4703.0,0.625,1,1,33608.0,15009.0,368.529841,0,False,0.6411464133266287,1,1,1,1,,33819,6854,144.367688,0,FALSE,high,toolsgenie,0.6411464133266287,1,1,1,1,,33819,6854,144.367688,0,FALSE
b-10-6,0.8232233047033631,1,83.251829,50089.0,4213.0,0.6339445247412127,1,72.302474,145972.0,11691.0,0.8232233047033631,1,109.477989,58659.0,6534.0,0.6339445247412127,1,1,53151.0,15109.0,405.796957,0,False,1.0,1,1,1,1,,26170,6425,138.143571,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,26170,6425,138.143571,0,FALSE
b-10-7,0.5732233047033631,1,66.986229,57781.0,2766.0,0.8232233047033631,1,58.6606,145010.0,7712.0,0.5732233047033631,1,116.576095,49274.0,6512.0,0.5,1,1,26187.0,11434.0,468.802094,0,False,0.5,1,1,1,1,,28509,8392,921.132542,0,FALSE,medium,toolsgenie,0.5,1,1,1,1,,28509,8392,921.132542,0,FALSE
b-10-8,0.999866684442074,1,53.778363,33643.0,2167.0,0.0,1,61.45424,123309.0,7842.0,0.999866684442074,1,42.039264,20490.0,2198.0,1.0,1,1,31906.0,12458.0,320.828211,0,False,0.999866684442074,1,1,1,1,,20014,4219,127.315252,0,FALSE,low,toolsgenie,0.999866684442074,1,1,1,1,,20014,4219,127.315252,0,FALSE
b-10-9,0.5,1,90.952396,48982.0,3543.0,0.75,1,187.147267,558744.0,36627.0,0.0,1,119.953401,53344.0,6164.0,0.0,0,0,37303.0,10992.0,385.668795,0,False,0.8546403247556238,1,1,1,1,,33394,9369,410.394874,0,FALSE,medium,toolsgenie,0.8546403247556238,1,1,1,1,,33394,9369,410.394874,0,FALSE
b-11-1,0.99,1,62.343785,35347.0,2696.0,0.96,1,51.241017,103070.0,7278.0,0.99,1,33.708078,11073.0,1698.0,0.66,1,1,8874.0,4253.0,112.079935,0,False,0.99,1,1,1,1,,13138,6800,815.184342,0,FALSE,medium,toolsgenie,0.99,1,1,1,1,,13138,6800,815.184342,0,FALSE
b-11-2,0.99,1,72.895949,73593.0,3721.0,0.0,0,66.493071,87618.0,7002.0,0.985,1,60.64422,24097.0,3221.0,0.485,0,1,10828.0,6522.0,186.922945,0,False,0.975,1,1,2,2,,35710,10920,409.358139,0,FALSE,medium,toolsgenie,0.975,1,1,2,2,,35710,10920,409.358139,0,FALSE
