Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__negative regulation of cellular response to insulin stimulus (GO:1900077),0.671445223438271,1.5333180647713465,0.0,0.01271482868406862,0.97,18/28,19.16%,PRKCB;PRKCZ;PRKCD;NCK1;GRB14;KANK1;RPS6KB1;PRKCQ;APPL2;TSC2;SOCS1;PIP4K2A;GSK3A;IL1B;PIP4K2C;IRS1;GRB10;GRB7
prerank,GO_Biological_Process_2021__positive regulation of transferase activity (GO:0051347),0.611775452954396,1.533196455122416,0.0,0.012688332453877633,0.97,74/146,18.05%,CTNNB1;EGFR;MET;HSP90AB1;MAPK1;HSP90AA1;PCNA;INSR;MAPK3;MYC;ERBB4;ERBB2;PLK1;HNRNPA2B1;IGF1R;FGFR1;UBE2I;FBXW7;HNRNPD;FGFR2;ERBB3;RPS2;EPHA4;NTRK2;CD4;EPHB6;GREM1;KIT;EPHA5;EPHA7;LMO4;RFC5;XRCC5;MST1R;CSF1R;TNKS;DKC1;NEK2;PKIB;TGFB1;PABPN1;EPHB1;CCT4;SORL1;RET;TEK;UBE2N;PARM1;RFC4;FGFR3;MAP2K7;PDGFRB;PRKCQ;RFC3;PIN1;EPHB2;NTRK3;AURKB;CD200;EPM2AIP1;IGF2;EPHA2;CHTF18;CD74;AXL;GSK3A;HMBOX1;FGFR4;DDR2;EPHA3;INSRR;NTRK1;DCUN1D1;ZNF622
prerank,GO_Biological_Process_2021__positive regulation of protein localization to nucleus (GO:1900182),0.6316291887427677,1.5329127542857692,0.0,0.012692281420166845,0.97,42/68,21.37%,SMAD3;CDK1;AKT1;PLK1;PIK3R1;HDAC3;PRKCD;FLNA;RAN;CDH1;PSEN1;IPO5;DKC1;LARP7;TGFB1;TPR;CCT4;HCLS1;UBR5;BAG3;INS;ZIC1;CCT3;JUP;IFNG;CCT8;CDK5RAP3;NMD3;KAT7;TRIM28;PINX1;YAP1;PIK3R2;CCT5;WWTR1;CCT6A;PARK7;ECT2;F2;DMAP1;FERMT2;MEPCE
prerank,GO_Biological_Process_2021__regulation of granulocyte chemotaxis (GO:0071622),0.6835249605820003,1.5322423189848586,0.0050200803212851405,0.012798863130120432,0.97,9/20,14.77%,MAPK1;MAPK3;CAMK1D;PTK2;MPP1;CSF1R;JAM3;THBS1;MSTN
prerank,"GO_Biological_Process_2021__mRNA splicing, via spliceosome (GO:0000398)",0.5980917959155871,1.5320890047692661,0.0,0.01278138386064615,0.97,125/270,13.49%,HSPA8;POLR2A;DHX9;PABPC1;RNPS1;HNRNPA2B1;HNRNPA1;POLR2F;CELF4;SNRNP70;U2AF1;SRSF2;PCBP1;FUS;DDX17;ALYREF;SRSF1;SF3B1;HNRNPD;HNRNPR;NUDT21;SNRPE;PTBP1;SNRPA1;SRSF4;SNRNP200;POLR2K;HNRNPUL1;SYNCRIP;SNRPG;RBM5;HNRNPU;ELAVL2;RBM6;PAPOLA;SRSF7;CDK13;SFPQ;PRPF6;PCBP2;SNRPD1;SRSF3;NCBP2;PRPF8;SF3A1;POLR2L;POLR2E;POLR2B;YBX1;TRA2A;HNRNPA3;NCBP1;SRSF5;POLR2C;SF1;POLR2H;SF3A3;U2AF2;SF3B4;SRSF6;CPSF2;TXNL4A;NONO;HNRNPL;DNAJC8;SNRPB;SNRPF;GTF2F2;POLR2G;CPSF7;RBM8A;DHX15;CSTF1;LSM3;WBP4;PABPN1;SRSF11;SNIP1;HNRNPM;CDC40;SNRPD3;DDX42;HNRNPH1;PNN;POLR2J;POLR2I;SF3B3;HNRNPK;GTF2F1;ELAVL1;PUF60;SPEN;HNRNPA0;SNRPA;SCAF11;WBP11;SRSF10;HNRNPC;SNRPD2;ZMAT2;CPSF3;SF3A2;DDX20;LSM2;EFTUD2;PCF11;RBMX;COIL;METTL3;SF3B2;DDX23;PRMT5;PRPF3;TRA2B;RBM14;POLR2D;RBM4;PRPF4;PRPF4B;CDC5L;PRPF19;DHX38;HNRNPF;DDX5;CPSF1
prerank,GO_Biological_Process_2021__regulation of neuron projection development (GO:0010975),0.6059494180118785,1.5319062144542521,0.0,0.012770011927551944,0.97,86/159,20.30%,DISC1;EP300;PAK1;CAMK1D;CDK5;AKT1;MAGI2;HDAC2;STMN2;LYN;SERPINI1;GSK3B;PAK3;ARHGAP35;RAP1A;CAMK1;CAMK2B;APOE;EPHA4;PLXNB3;PTEN;NDEL1;LRRC7;NTRK2;PTK2B;CDK5R1;RIT2;PAK2;NCS1;PSEN1;PPFIA2;BDNF;DPYSL3;EFNB2;TOX;PDLIM5;ZNF365;ARHGAP44;CDH2;CHN1;ABI2;LPAR1;RTN4RL1;RET;SPOCK1;FKBP4;CFL1;KANK1;SRCIN1;PRKCI;SCARB2;CAMK2G;CTNNA2;STX1B;NTRK3;MT3;PTPRS;ADCY6;RTN4IP1;RTN4R;MARK1;PTK7;TWF1;PLPPR5;RUFY3;KIF1A;TBR1;GSK3A;KIDINS220;MAG;PRKD1;NTNG1;EPHA3;PTPRO;NTRK1;PLXNB2;DENND5A;DCC;TENM3;BAG5;LRRK2;FZD1;SCN1B;ITGA6;IL1RAPL1;RTN4RL2
prerank,GO_Biological_Process_2021__negative regulation of protein binding (GO:0032091),0.6297340172523405,1.5317150541870292,0.0,0.012767684666851792,0.97,44/71,23.42%,DISC1;ACTB;PPP1CA;DVL1;AKT1;GSK3B;PRKCD;CAMK1;ADRB2;ATP2A2;AURKA;MAPK8;CDKN1A;DAB2;NES;ITGA4;CAV1;SORL1;GTF2F1;MAP2;ROCK1;BAG2;CSNK1E;ARRB2;PIN1;USP33;AURKB;BAX;DACT1;PTPRF;RALB;GNL3L;DDX11;TMBIM6;PDGFB;PARK7;TTBK2;LRRK2;ITGB1BP1;DKK1;TFIP11;KDM1A;CTSZ;B2M
prerank,GO_Biological_Process_2021__gene expression (GO:0010467),0.5944899201092555,1.5316779616939795,0.0,0.012735538696131688,0.97,191/350,21.20%,POLR2A;RNPS1;RPL12;RPS11;HNRNPA2B1;EIF4E;RPS15A;POLR2F;U2AF1;SRSF2;MRPS15;DDX17;RPS4Y1;ALYREF;RPS6;RPL14;SRSF1;HNRNPD;THOC7;RPLP0;THRB;RPL11;RPS2;RPSA;RPL36;RPS10;EEF1A1;RPL27A;SRSF4;POLR2K;HNRNPUL1;SYNCRIP;EIF4G1;RPL5;DROSHA;RPS7;RPS16;RBM5;RPS5;RPS14;HNRNPU;RBM6;RPS23;NUP160;SRSF7;RPS3;HSPD1;RPS8;GSPT1;RPS4X;SRSF3;RPL29;RPL9;NCBP2;RPLP2;CELF2;PABPC4;RPS13;RPS9;RPL35A;POLR2L;POLR2E;POLR2B;RPS19;MRPL13;RPL6;NUP93;NCBP1;EEF1A2;SRSF5;POLR2C;POLR2H;RPL24;RPL15;RPL7A;U2AF2;RPS25;RPL8;RPL30;SRSF6;CPSF2;COPS5;RPS28;NFKBIB;RPL3;RPS27A;HNRNPL;SEH1L;DKC1;RPS17;POLR2G;RPL17;RPL23A;RBM8A;NUP205;RPS27;RPL10A;RANBP2;PABPN1;RPS3A;SRSF11;RPL37A;RPS18;RPL31;TPR;CDC40;HNRNPH1;RPL19;POLR2J;RPS29;POLR2I;SORL1;RPL7;POLR3A;HNRNPK;PWP1;RPL18;AAAS;RPL4;NUP133;RPL13A;RPS15;RPL38;RNGTT;RBPMS;NUP153;RPS12;PPP5C;AGO2;NUP98;STUB1;RPS20;RPL23;CPSF3;NXF1;DDX20;RPS24;RPL10;LMF1;MLF1;RPL18A;MRPS12;POLR2D;ELAVL4;RBM4;DRG1;PRPF4;TSPAN32;RBM39;UPF1;FUBP3;DHX38;HNRNPF;RPL21;CPSF1;RPL35;FARSB;MRPS17;GSPT2;SRRM1;RPL34;RPS21;SRSF9;NUP54;FIP1L1;NUP107;MRPL27;RPL13;BICD1;TSPAN33;RAE1;MPHOSPH10;UPF2;RPL3L;RPL32;NUP58;AGFG1;CLP1;HBS1L;ADARB1;MRPS7;POLDIP3;MRPS11;RPL27;NR4A2;MRPS14;DHX8;TESC;DDX39A;MRPS5;RRAGC
prerank,GO_Biological_Process_2021__cellular monovalent inorganic cation homeostasis (GO:0030004),0.6853348900424365,1.5316769376564972,0.006024096385542169,0.012697635307155106,0.97,10/20,14.01%,ATP1A1;KCNMA1;ATP1B1;KCNJ2;SLC8A1;LACC1;ATP1A3;NEDD4L;ATP1B3;SLC12A2
prerank,GO_Biological_Process_2021__positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895),0.6596686240373223,1.531657761634817,0.0,0.012659956864107168,0.97,26/34,26.69%,TP53;SMAD3;JUN;SMARCA4;EGR1;SRF;STAT3;FOXO3;NR3C1;RELA;WT1;ETS1;TGFB1;HIF1A;FOS;PPARG;ATOH8;TEAD1;PDGFB;FGF2;GNL3;GATA3;TNF;IL10;TGFB2;NGFR
prerank,GO_Biological_Process_2021__positive regulation of endothelial cell proliferation (GO:0001938),0.6276203976443472,1.5315876376002773,0.0,0.012628414933963704,0.97,38/75,20.16%,SP1;TGFBR1;PRKCA;VIP;NRAS;PDPK1;AKT1;BMP2;BMP4;FGFR1;AKT3;PLCG1;PLXNB3;ITGB3;PPP1R16B;HMGB1;PGF;BMPR2;EGR3;ITGA4;TEK;PDCD6;HIF1A;VEGFA;NRP1;CDH13;IGF2;ARNT;AGGF1;SCG2;PRKD1;PIK3CD;F3;PDGFB;SIRT6;NRARP;PRKD2;STAT5A
prerank,GO_Biological_Process_2021__actin polymerization or depolymerization (GO:0008154),0.6378222846814239,1.5314836110180852,0.0,0.012608851330697885,0.971,25/48,16.92%,RAC1;MICAL2;JAK2;WASL;ENAH;WAS;EVL;WASF1;GAS7;ABI2;DSTN;TTC17;CFL1;DIAPH1;ABI1;WDR1;FLII;AIF1;TWF1;CFL2;PSTPIP1;SPIRE1;MSRB2;GSN;COBL
prerank,GO_Biological_Process_2021__nucleocytoplasmic transport (GO:0006913),0.6506906823850671,1.5314669122880975,0.0,0.01257176647384289,0.971,23/39,16.41%,XPO1;NEMF;HNRNPA1;SNRPE;SNRPG;SNRPD1;NCBP2;NCBP1;NPM1;SNRPB;SNRPF;NUP205;SNRPD3;AAAS;BACH2;SNRPD2;NUP98;DDX20;ANP32A;RGS14;HTATIP2;NUTF2;RSRC1
prerank,GO_Biological_Process_2021__positive regulation of microtubule polymerization (GO:0031116),0.6712075618767139,1.5314071941264145,0.001001001001001001,0.01254662219958304,0.971,18/27,22.22%,RAC1;MET;PAK1;AKAP9;HSPA1A;CDK5R1;RPS3;HSPA1B;MAPRE1;NUMA1;DRG1;PSRC1;DCTN1;MAPT;MECP2;NAV3;GIT1;FES
prerank,GO_Biological_Process_2021__beta-catenin-TCF complex assembly (GO:1904837),0.6708148548923762,1.5309304729208484,0.0,0.012629746350315676,0.972,11/29,6.99%,CTNNB1;EP300;CREBBP;HDAC1;MYC;SMARCA4;TLE1;RUVBL1;TCF7L2;TRRAP;TLE4
prerank,GO_Biological_Process_2021__response to cadmium ion (GO:0046686),0.6647656565532425,1.530413532151242,0.0,0.012689076372173876,0.972,12/29,11.40%,EGFR;MAPK1;MAPK3;AKT1;JUN;SUMO1;MAPK9;MAPK8;MT2A;MT1M;FOS;MT3
prerank,GO_Biological_Process_2021__regulation of mitotic cell cycle phase transition (GO:1901990),0.6041854132993986,1.5296610021171777,0.0,0.012809070861910734,0.974,91/187,15.10%,YWHAG;PRKACA;SKP1;HSP90AA1;CDK1;PRKAR2B;PSMA5;MAD2L1;PLK1;CDK2;TUBA4A;AKAP9;DYNLL1;PTPN6;ZFP36L2;TUBB;TUBB4A;PSMD14;CDC14B;YWHAE;TPX2;TUBA1A;UBA52;CCNB1;AURKA;CDC6;PSMD2;DYNC1H1;PSMA2;PSMB4;CUL3;CSNK1D;CUL1;PSMD8;RGCC;ANLN;PSMA6;RPS27A;PAFAH1B1;NEK2;PSMD6;PSMC6;PSMA3;PSMC3;FZR1;MAPRE1;PSMD4;ZFP36L1;ALMS1;PSMB2;PSMA7;PKD1;PSMC5;PSMB1;PSMC2;PSMD7;CDC23;PSMA4;PSMC1;TUBG1;DDB1;UBC;PSMD12;PSMD1;SIRT2;PSMB9;ANAPC2;UBE2C;PSMB7;PSMA1;CSNK1E;BTRC;PPP2R1A;PSMD13;ANAPC5;PSMD11;XPC;PSMC4;PSMB3;NEK6;HAUS2;APPL2;DYNC1I2;CDC14A;CDC27;UBB;ANAPC10;ERCC2;CDC16;CDC20;PCM1
prerank,GO_Biological_Process_2021__transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.6107397619238948,1.5293006149312602,0.0,0.012824085323993751,0.975,59/132,16.90%,SMAD9;SMAD1;TGFBR1;SMAD4;SMAD2;SMAD3;SRC;MAPK3;SMAD5;ITGB1;JUN;RHOA;BMP2;BMP4;PRKCZ;DLX5;PTK2;NLK;CBL;BMPR1B;UBA52;ACVR1C;ACVR1;BMP7;COL1A2;TMEM100;RPS27A;BMPR2;SMURF1;COL3A1;TGFB1;APOA1;ACVR2A;ACVR1B;FKBP1A;ZFYVE16;SMAD7;MAP3K7;UBC;SMURF2;STUB1;ARRB2;ACVR2B;ID1;BMPR1A;PXN;FOS;INHBA;TGFBR2;APPL2;DDX5;UBB;FURIN;ACVRL1;RGMA;RGMB;USP9Y;INHBB;ITGB5
prerank,GO_Biological_Process_2021__artery morphogenesis (GO:0048844),0.6611760235212287,1.5290639713478507,0.001001001001001001,0.012850566664767714,0.975,14/30,11.11%,TGFBR1;NOTCH1;LRP2;BMP4;HES1;LRP1;NF1;BMPR2;JAG1;SMAD7;PDGFRB;VEGFA;NRP1;BMPR1A
prerank,GO_Biological_Process_2021__negative regulation of peptidyl-serine phosphorylation (GO:0033137),0.6928514594340933,1.5289395113922752,0.0030120481927710845,0.012862494910813753,0.975,13/19,21.38%,PPM1F;PTEN;NCK1;DMD;CAV1;SMAD7;GPD1L;PDE4D;RASSF2;DDIT4;NCK2;GADD45A;DKK1
prerank,GO_Biological_Process_2021__endocardial cushion development (GO:0003197),0.6861377047146189,1.5287582569983362,0.0020100502512562816,0.012871482786946284,0.975,17/21,26.63%,NOTCH1;BMP2;BMP4;GATA4;ACVR1;BMPR2;HEY1;SOX9;BMPR1A;MDM4;ACVRL1;ISL1;ENG;NOS3;FOXF1;HEYL;TGFB2
prerank,GO_Biological_Process_2021__positive regulation of peptidyl-lysine acetylation (GO:2000758),0.6876293302461698,1.528523775995725,0.002,0.012891873508921133,0.976,12/20,15.77%,MAPK3;NOS1;SOX4;BRCA1;PRKAA2;GLYR1;DIP2A;RUVBL2;PRKAA1;ARRB1;RPS6KA5;IL1B
prerank,GO_Biological_Process_2021__positive regulation of telomere maintenance via telomere lengthening (GO:1904358),0.6601503776932082,1.5282761455729403,0.0,0.012923569338059649,0.976,21/36,16.84%,CTNNB1;MAPK1;MAPK3;HNRNPA2B1;HNRNPA1;ATM;XRCC5;TNKS;NEK2;PKIB;CCT4;MAP2K7;DHX36;PRKCQ;AURKB;CCT3;CCT8;ATR;HMBOX1;CCT5;CCT6A
prerank,GO_Biological_Process_2021__cyclic-nucleotide-mediated signaling (GO:0019935),0.6572925813458294,1.5281831939353734,0.0,0.012903833680192957,0.976,19/34,16.61%,ADCY1;MAPK7;APOE;RIMS2;HTR2C;CAP2;AQP1;ADCYAP1;NUDT4;EPHA5;ADCY2;SOX9;GAL;PDE4D;CD36;PDE2A;RAPGEF3;PDE3A;PDE7A
prerank,GO_Biological_Process_2021__production of miRNAs involved in gene silencing by miRNA (GO:0035196),0.6679563718800802,1.5271110659904787,0.0,0.013162450041135804,0.976,11/26,11.66%,SMAD1;SMAD2;SMAD3;HNRNPA2B1;DICER1;DROSHA;SNIP1;PRKRA;AGO2;METTL3;ZC3H7B
prerank,GO_Biological_Process_2021__positive regulation of potassium ion transport (GO:0043268),0.651730736452955,1.5269502786703884,0.0,0.013164798600025838,0.976,25/38,21.38%,DLG1;KCNJ6;KCNJ3;FHL1;FLNA;KCNMA1;GNB1;KCNJ2;KCNJ4;ANK2;DRD1;KCNJ5;ACTN2;AMIGO1;KCNJ9;GABBR2;ADRA2A;GNG2;KCNMB4;KCNN3;KIF5B;KCNH2;KCNJ10;KCNN4;NOS1AP
prerank,GO_Biological_Process_2021__oligodendrocyte development (GO:0014003),0.6991073931072931,1.5265377018757917,0.006054490413723511,0.013209481018942273,0.977,9/16,13.51%,NSUN5;TPPP;SOX10;CNTNAP1;PLP1;EIF2B3;MYRF;B4GALT6;EIF2B1
prerank,GO_Biological_Process_2021__positive regulation of smooth muscle cell proliferation (GO:0048661),0.6430444946770734,1.5265361377942646,0.0,0.013172271213255113,0.977,32/45,25.50%,AKT1;JUN;BMP4;ADAMTS1;MMP2;STAT1;IGF1;IGFBP5;DNMT1;PDGFRB;BMPR1A;CDH13;THBS1;IL6;FOXP1;FGF9;AIF1;SERPINF2;EDN1;PHB;GJA1;PDGFB;MEF2D;FGF2;NR4A3;MFN2;TNF;ID2;IL10;ERN1;MMP9;CCL5
prerank,GO_Biological_Process_2021__establishment of epithelial cell polarity (GO:0090162),0.6922132822890267,1.5262260684191138,0.0020060180541624875,0.013202645209025187,0.978,8/20,10.40%,CDC42;EZR;RHOA;MSN;FERMT1;RAP2A;MYO9A;SLC9A3R1
prerank,GO_Biological_Process_2021__regulation of cell-cell adhesion (GO:0022407),0.6486309175549886,1.5260773374075298,0.0,0.013190857771857823,0.978,19/42,13.52%,MAGI1;SRC;NF2;PTK2;CDH1;SPINT2;PTPRR;MEGF10;EPHA7;ADA;GTPBP4;CD47;JAG1;TGFB1;SMAD7;PTPRG;FUT3;EFNA5;CEACAM1
prerank,GO_Biological_Process_2021__positive regulation of protein localization to cell periphery (GO:1904377),0.6371364961176756,1.5256174430304574,0.0,0.013226593359598495,0.978,25/52,15.30%,DLG1;EGFR;ITGB1;PDPK1;AKT1;PRKCE;GNAI1;PIK3R1;LRP1;SORBS1;AKAP5;NUMA1;STX4;ARF6;EPB41;PRKCI;LGALS3;SPTBN1;EPHB2;EPHA2;PRKCH;IFNG;EPB41L2;PLS1;KIF5B
prerank,GO_Biological_Process_2021__regulation of cell-substrate junction assembly (GO:0090109),0.6772937239836578,1.5254315368392324,0.004012036108324975,0.013212021060275008,0.978,16/21,23.76%,RHOA;PTK2;VCL;ACTG1;MACF1;CORO1C;ROCK1;ROCK2;EFNA5;GPM6B;EPHA3;PTPRA;LDB1;SLC9A1;DUSP3;SLK
prerank,GO_Biological_Process_2021__negative regulation of ubiquitin-protein transferase activity (GO:0051444),0.7080629419176888,1.5249718916957604,0.00708502024291498,0.01329746894195083,0.979,11/15,19.02%,MAD2L1;ABL1;RPL11;RPL5;RPS7;SMAD7;RPL23;BAG2;MAD2L2;PARK7;BAG5
prerank,"GO_Biological_Process_2021__DNA-templated transcription, termination (GO:0006353)",0.6279292407642728,1.5247328739014117,0.0,0.013318770238493836,0.979,43/66,21.84%,POLR2A;SSU72;POLR2F;TBP;NUDT21;SNRPE;POLR2K;SNRPG;PAPOLA;NCBP2;POLR1B;POLR2L;POLR2E;CCNH;NCBP1;CDK7;POLR2H;CPSF2;SNRPB;SNRPF;CPSF7;CSTF1;PABPN1;SNRPD3;LSM11;CPSF3;GTF2H1;PCF11;PRMT5;MNAT1;CPSF1;ERCC2;TAF1D;MAZ;POLR1C;FIP1L1;CSTF2;POLR1E;GTF2H3;POLR3K;CLP1;ERCC3;UBTF
prerank,GO_Biological_Process_2021__regulation of neurotransmitter transport (GO:0051588),0.7004431643661804,1.5247312789057659,0.005045408678102927,0.01328197805551457,0.979,11/16,20.38%,RIMS1;CAMK2A;MCTP1;MEF2C;SYN1;CPLX2;SNCAIP;CPLX1;KCNMB4;CHRNB4;CPLX3
prerank,GO_Biological_Process_2021__regulation of ion transport (GO:0043269),0.6206202458395502,1.5246102779451751,0.0,0.013267413757572292,0.979,43/78,20.33%,SYT1;VAMP2;YWHAH;HTR1A;SNCA;KCNJ6;KCNJ3;NOS1;ANK3;ATP1A1;SYT4;DTNBP1;CLDN10;CHRM1;KCNJ2;ITGB3;KCNJ4;CA2;DRD2;DRD1;NKAIN2;KCNJ5;PER1;TF;NEDD4L;KCNA2;TOR1A;KCNJ9;NEDD4;DRD3;RAB11B;NKAIN4;GDNF;WWP2;SYT11;SYT3;CHRNA4;P2RX4;SYT5;SYT2;KCNJ10;SYT7;SYT13
prerank,GO_Biological_Process_2021__regulation of potassium ion transmembrane transport (GO:1901379),0.6364546762190347,1.5245586978629508,0.0,0.013247438317103278,0.979,35/54,22.01%,DLG1;KCNJ6;KCNJ3;KCNIP4;FHL1;FLNA;KCNMA1;GNB1;KCNJ2;YWHAE;KCNJ4;KCNJ5;KCNAB2;CAV1;KCNAB1;NEDD4L;AMIGO1;KCNJ9;NEDD4;GABBR2;BIN1;CACNA1D;STK39;GNG2;KCNMB4;KCNN3;WWP2;CD63;KCNH2;KCNJ10;KCNN4;CAB39;NOS1AP;KCNIP3;DPP6
prerank,GO_Biological_Process_2021__positive regulation of exocytosis (GO:0045921),0.6496869341831755,1.5245265305676194,0.0,0.013224834270177082,0.979,25/37,22.77%,SNCA;RAB3A;CADPS2;RAB7A;CADPS;HGS;EXPH5;CFTR;RAB27B;TSG101;STXBP5;CLASP2;RAB5A;RAB15;RAB27A;PDCD6IP;SYTL4;IFNG;SDC1;STAM;SDCBP;VPS4A;UNC13D;RAB3D;VPS4B
prerank,GO_Biological_Process_2021__mammary gland epithelium development (GO:0061180),0.7069611117381467,1.5243723442770987,0.0050200803212851405,0.013216006642056608,0.979,8/15,14.20%,ERBB4;AKT1;JAK2;AKT2;CSF1R;SCRIB;EPHA2;WNT4
prerank,GO_Biological_Process_2021__regulation of peptidyl-serine phosphorylation (GO:0033135),0.619234972782842,1.5241206005392716,0.0,0.013239904796252056,0.979,57/96,25.85%,EGFR;CD44;HSP90AB1;HSP90AA1;PAK1;SNCA;RAF1;AKT1;APP;NOS1;TXN;PPM1F;CAMK1;AKAP9;BRAF;ARAF;EIF4G1;PTEN;NCK1;DMD;BDNF;TGFB1;SFRP2;OPRD1;CAV1;HCLS1;SMAD7;GPD1L;TERF2IP;VEGFA;NTRK3;PDE4D;IL6;NSD1;RAPGEF3;RASSF2;SH2D3C;PRKD1;MAD2L2;DDIT4;PARK7;HDAC6;PRKD2;NCK2;BCAR3;RAMP3;TBK1;DKK1;RIPK2;CNOT9;TNF;TENM1;STK4;GAS6;SPTBN4;TFRC;ATP2B4
prerank,GO_Biological_Process_2021__regulation of protein kinase B signaling (GO:0051896),0.5994643449891196,1.523865889012139,0.0,0.013244662890738126,0.98,115/204,24.20%,GRB2;EGFR;RAC1;TGFBR1;MET;HSP90AB1;MYOC;HSP90AA1;SRC;PTPN11;INSR;ITGB1;PDPK1;ERBB4;ESR1;AKT1;MAGI2;FYN;ERBB2;LRP2;TXN;IGF1R;PIK3R1;FGFR1;FGFR2;ERBB3;PTK2;PTEN;NTRK2;GATA4;NRG1;KIT;TCF7L2;DRD2;HIP1;AKT2;MC1R;MST1R;LCK;TGFB1;RAC2;PIK3CA;RET;HCLS1;TEK;FRS2;PDCD6;FAM110C;FGFR3;XDH;PDGFRB;DDIT3;ARRB2;SLC9A3R1;RCN3;IRS2;NTRK3;VAV1;HLA-G;INS;FGF1;THBS1;TSPYL5;IGF2;EPHA2;RICTOR;PIK3CB;DRD3;PLEKHA1;RTN4;C1QBP;FGF9;RASD2;TGFA;TSC2;AXL;MAZ;CPNE1;MSTN;CX3CR1;PIK3R2;THEM4;PIK3CD;F3;FGFR4;PPP2R5C;P2RX4;PHB;PHLPP2;NTRK1;PDGFB;F10;PARK7;IRS1;HGF;PIK3CG;NRG2;FGF18;PPARA;KL;DAG1;AKR1C2;ITGB1BP1;FERMT2;FGF2;RAMP3;ENG;SIRT1;GATA3;PHLDA3;RNF41;GAB1;TNF;FGF5;FGF7
prerank,GO_Biological_Process_2021__glial cell differentiation (GO:0010001),0.6624246546452832,1.5235267029736004,0.001,0.013260228716287237,0.98,15/29,12.99%,CDK5;PICK1;SOX4;ERBB3;TPPP;SOX8;STAT3;SOX10;PTPRZ1;SOX11;CDH2;NFIB;SOX9;MYRF;SOX2
prerank,GO_Biological_Process_2021__ventricular septum development (GO:0003281),0.6493000945206033,1.5232124065957686,0.001,0.013281112522443152,0.98,29/38,28.37%,TGFBR1;SMAD4;NOTCH1;HES1;SOX4;ROBO1;GATA4;ACVR1;SOX11;SLIT2;BMPR2;HEY1;HECTD1;SMAD7;BMPR1A;PDE2A;MDM4;TGFBR2;SALL1;SLIT3;ROBO2;HEY2;GATA3;MATR3;HEYL;TGFB2;TGFBR3;APLNR;NKX2-5
prerank,GO_Biological_Process_2021__pulmonary valve morphogenesis (GO:0003184),0.6916260379203045,1.5228698223830017,0.002014098690835851,0.013331515323217889,0.98,7/17,5.80%,NOTCH1;NOTCH2;BMP4;ROBO1;SLIT2;HEY1;JAG1
prerank,GO_Biological_Process_2021__positive regulation of cardiac muscle tissue growth (GO:0055023),0.6989829178287682,1.5225083395937322,0.008056394763343404,0.013387020217740114,0.98,10/17,16.55%,NOTCH1;ERBB4;FGFR2;MEF2C;IGF1;GLI1;BMPR1A;RBPJ;PIM1;EDN1
prerank,GO_Biological_Process_2021__regulation of amyloid-beta clearance (GO:1900221),0.701526360786704,1.5223805840965623,0.006018054162487462,0.013388640783722896,0.981,13/16,27.14%,HDAC1;LRP1;SRF;APOE;HMGCR;ROCK1;IFNG;IFNGR1;IL4;CYP51A1;CLU;TNF;LRPAP1
prerank,"GO_Biological_Process_2021__regulation of mRNA splicing, via spliceosome (GO:0048024)",0.6208556227788526,1.5221955292529632,0.0,0.013390252683577426,0.981,55/89,22.25%,RNPS1;HNRNPA1;RBFOX1;CELF4;DDX17;QKI;PTBP1;SRSF4;RBM5;HNRNPU;TIA1;SRSF7;SRSF3;SON;CELF2;TRA2A;NCBP1;SF1;U2AF2;SF3B4;SRSF6;HNRNPL;CIRBP;LARP7;RBFOX3;RBM8A;HNRNPK;PUF60;SRSF10;MBNL1;NUP98;FXR2;CELF5;RBM25;NCL;RBMX;TRA2B;FXR1;RBM4;RBM39;C1QBP;DDX5;SRSF9;RBM24;CELF6;SRRM4;RBM11;JMJD6;CELF3;CELF1;SRPK1;SRSF12;KHDRBS1;SNW1;KHDRBS3
prerank,GO_Biological_Process_2021__positive regulation of mitotic cell cycle (GO:0045931),0.6706319049877705,1.5221534831859582,0.005,0.013357210389055378,0.981,20/27,24.59%,PRKCA;APP;EIF4E;HES1;CCNB1;CUL3;SPHK1;MDM2;RPS6KB1;ASNS;FOXA1;PKN2;SMOC2;CDC25B;DUSP3;USP2;KLHL18;TTL;HSF1;PPP1R10
prerank,GO_Biological_Process_2021__neurotrophin signaling pathway (GO:0038179),0.6802901971277523,1.521730888204455,0.004004004004004004,0.013390792803401025,0.981,13/21,17.52%,GRB2;MAGI2;RAP1A;NTRK2;CASP3;SORT1;BDNF;SOS1;FRS2;BCAR1;KIDINS220;DDIT4;NTRK1
prerank,GO_Biological_Process_2021__nucleic acid-templated transcription (GO:0097659),0.6445581723062588,1.5212096215793276,0.0,0.013477215217554302,0.981,21/42,13.21%,POLR2A;RNPS1;POLR2F;THRB;POLR2K;POLR2L;POLR2E;POLR2B;POLR2C;POLR2H;NFKBIB;POLR2G;POLR2J;POLR2I;POLR3A;PWP1;PPP5C;MLF1;POLR2D;DRG1;FUBP3
